,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
263,Te Anau,-45.4167,167.7167,0.06,87,26,0.52,NZ,2022-08-11 21:05:52,scattered clouds
264,Murgab,37.4966,61.9714,24.08,28,0,4.34,TM,2022-08-11 21:05:53,clear sky
265,Port Blair,11.6667,92.75,27.36,82,100,6.4,IN,2022-08-11 21:05:53,overcast clouds
266,Bud,39.447,-86.1758,29.71,80,65,3.85,US,2022-08-11 21:05:54,broken clouds
267,Namibe,-15.1961,12.1522,16.66,89,57,3.78,AO,2022-08-11 21:06:54,broken clouds
268,Tancitaro,19.3333,-102.3667,20.01,77,100,0.66,MX,2022-08-11 21:06:54,overcast clouds
269,Matara,5.9485,80.5353,25.2,91,86,3.64,LK,2022-08-11 21:06:55,overcast clouds
270,Carutapera,-1.195,-46.02,26.16,78,78,4.44,BR,2022-08-11 21:06:55,broken clouds
271,Omsukchan,62.5333,155.8,12.03,87,100,2.13,RU,2022-08-11 21:06:56,overcast clouds
272,Rawah,34.4816,41.9093,31.81,24,0,4.18,IQ,2022-08-11 21:06:56,clear sky
273,Dongying,37.4564,118.4856,23.55,95,10,2.18,CN,2022-08-11 21:06:56,clear sky
274,Floro,61.5996,5.0328,16.24,95,75,5.14,NO,2022-08-11 21:06:57,broken clouds
275,Myingyan,21.4667,95.3833,27.18,74,87,3.6,MM,2022-08-11 21:06:57,heavy intensity rain
276,Robstown,27.7903,-97.6689,37.19,45,0,3.6,US,2022-08-11 21:06:58,clear sky
277,Khatanga,71.9667,102.5,7.02,67,100,2.92,RU,2022-08-11 21:06:58,overcast clouds
278,Belyy Yar,53.6039,91.3903,14.92,83,0,0.0,RU,2022-08-11 21:06:58,clear sky
279,Mount Gambier,-37.8333,140.7667,7.95,100,100,3.09,AU,2022-08-11 21:06:59,light rain
280,Yenagoa,4.9247,6.2642,23.35,95,100,1.33,NG,2022-08-11 21:06:23,overcast clouds
281,Andenes,69.3143,16.1194,9.99,87,75,12.86,NO,2022-08-11 21:06:59,broken clouds
282,Hohoe,7.1518,0.4736,24.23,80,100,1.47,GH,2022-08-11 21:07:00,overcast clouds
283,Ostersund,63.1792,14.6357,13.12,100,100,0.0,SE,2022-08-11 21:07:00,overcast clouds
284,Faanui,-16.4833,-151.75,25.68,75,12,6.47,PF,2022-08-11 21:07:00,light rain
285,Thoen,17.6129,99.2161,23.41,99,100,1.05,TH,2022-08-11 21:07:01,heavy intensity rain
286,Hovd,48.0056,91.6419,17.25,52,4,1.09,MN,2022-08-11 21:07:01,clear sky
287,Port Augusta,-32.5,137.7667,8.13,94,42,1.75,AU,2022-08-11 21:07:01,scattered clouds
288,Peruibe,-24.32,-46.9983,16.68,89,93,1.86,BR,2022-08-11 21:07:02,overcast clouds
289,Souillac,-20.5167,57.5167,19.88,70,63,6.59,MU,2022-08-11 21:07:02,broken clouds
290,Fort Myers Beach,26.452,-81.9481,33.36,67,100,6.69,US,2022-08-11 21:02:32,thunderstorm with heavy rain
291,Matiri,-10.75,34.9,14.25,50,0,1.47,TZ,2022-08-11 21:07:03,clear sky
292,Xuddur,4.1213,43.8894,21.9,62,81,8.78,SO,2022-08-11 21:07:03,broken clouds
293,Margate,51.3813,1.3862,20.94,83,0,1.79,GB,2022-08-11 21:07:04,clear sky
294,Beyneu,45.3167,55.2,29.28,21,0,2.68,KZ,2022-08-11 21:07:04,clear sky
295,Soe,-9.8607,124.284,18.39,94,60,2.21,ID,2022-08-11 21:07:05,broken clouds
296,Port Said,31.2565,32.2841,27.33,66,0,2.63,EG,2022-08-11 21:07:05,clear sky
297,Abrau-Dyurso,44.69,37.59,22.49,90,43,2.58,RU,2022-08-11 21:07:06,scattered clouds
298,Geraldton,-28.7667,114.6,10.23,76,0,6.17,AU,2022-08-11 21:07:06,clear sky
299,Salmas,38.1973,44.7653,23.38,47,0,2.24,IR,2022-08-11 21:07:06,clear sky
300,Ahuimanu,21.4447,-157.8378,30.84,71,75,6.69,US,2022-08-11 21:05:11,light rain
301,Mugumu,-1.85,34.7,20.35,50,97,2.62,TZ,2022-08-11 21:07:07,overcast clouds
302,Beringovskiy,63.05,179.3167,11.72,83,100,6.28,RU,2022-08-11 21:07:07,overcast clouds
303,Craigieburn,-37.6,144.95,10.41,86,75,6.69,AU,2022-08-11 21:05:17,broken clouds
304,Puro,12.4841,123.3827,26.27,81,100,0.36,PH,2022-08-11 21:07:08,overcast clouds
305,Gat,31.61,34.7642,27.12,100,0,2.49,IL,2022-08-11 21:07:08,clear sky
306,Cuamba,-14.8031,36.5372,20.62,43,51,1.23,MZ,2022-08-11 21:07:09,broken clouds
307,Aksu,41.1231,80.2644,27.34,36,98,3.78,CN,2022-08-11 21:07:09,overcast clouds
308,Dickinson,29.4608,-95.0513,35.09,63,40,3.09,US,2022-08-11 21:07:10,scattered clouds
309,Yellowknife,62.456,-114.3525,17.04,38,33,5.47,CA,2022-08-11 21:07:10,scattered clouds
310,Sarangani,5.4033,125.4636,27.63,74,38,1.18,PH,2022-08-11 21:07:11,scattered clouds
311,Palmerston,-12.486,130.9833,22.99,94,20,2.06,AU,2022-08-11 21:07:11,few clouds
312,Buraydah,26.326,43.975,35.91,18,11,4.83,SA,2022-08-11 21:07:11,few clouds
313,Barreirinhas,-2.7469,-42.8264,26.07,75,67,4.77,BR,2022-08-11 21:08:12,broken clouds
314,Yanam,16.7333,82.2167,25.94,89,100,2.15,IN,2022-08-11 21:08:12,overcast clouds
315,Zhezkazgan,47.8043,67.7144,21.34,53,0,3.61,KZ,2022-08-11 21:08:13,clear sky
316,Buriti Bravo,-5.8372,-43.8336,31.15,32,29,1.22,BR,2022-08-11 21:08:13,scattered clouds
317,Gillette,44.2911,-105.5022,37.28,24,0,3.6,US,2022-08-11 21:08:14,clear sky
318,Portland,45.5234,-122.6762,30.91,46,0,3.6,US,2022-08-11 21:03:22,clear sky
319,Mbeya,-8.9,33.45,12.1,70,89,2.89,TZ,2022-08-11 21:08:14,overcast clouds
320,Saint-Paul,-21.0096,55.2707,21.31,70,36,2.54,RE,2022-08-11 21:08:15,scattered clouds
321,Alofi,-19.0595,-169.9187,26.94,74,40,5.14,NU,2022-08-11 21:08:15,scattered clouds
322,Rawson,-43.3002,-65.1023,14.4,39,9,3.48,AR,2022-08-11 21:03:22,clear sky
323,Hopkinton,41.4612,-71.7776,28.47,83,20,3.6,US,2022-08-11 21:08:16,few clouds
324,Mnogovershinnyy,53.9353,139.9242,11.89,99,100,0.9,RU,2022-08-11 21:08:16,overcast clouds
325,Jobat,22.4167,74.5667,24.46,93,99,4.07,IN,2022-08-11 21:08:17,overcast clouds
326,Iranshahr,27.2025,60.6848,33.65,12,73,2.67,IR,2022-08-11 21:08:17,broken clouds
327,Maarianhamina,60.0973,19.9348,14.92,100,31,0.0,AX,2022-08-11 21:08:17,scattered clouds
328,Claveria,18.6074,121.0832,26.17,83,94,1.48,PH,2022-08-11 21:08:18,overcast clouds
329,Sangar,63.9242,127.4739,13.32,93,36,0.89,RU,2022-08-11 21:08:18,scattered clouds
330,Nurota,40.5614,65.6886,22.69,29,0,5.46,UZ,2022-08-11 21:08:19,clear sky
331,Port Hedland,-20.3167,118.5667,19.03,34,100,5.66,AU,2022-08-11 21:08:19,overcast clouds
332,Pedasi,7.5333,-80.0333,26.15,86,100,4.84,PA,2022-08-11 21:08:20,overcast clouds
333,Makakilo City,21.3469,-158.0858,30.18,57,75,6.69,US,2022-08-11 21:08:20,broken clouds
334,Kupino,54.3663,77.2981,17.44,85,46,4.2,RU,2022-08-11 21:08:20,scattered clouds
335,Kochi,9.9399,76.2602,26.12,86,100,2.9,IN,2022-08-11 21:08:21,overcast clouds
336,Lagoa,39.05,-27.9833,23.19,82,98,6.02,PT,2022-08-11 21:08:21,light rain
337,Jambusar,22.05,72.8,26.91,86,90,8.58,IN,2022-08-11 21:08:22,overcast clouds
338,Bria,6.5423,21.9863,21.2,98,100,1.9,CF,2022-08-11 21:08:22,light rain
339,Natal,-5.795,-35.2094,25.36,88,20,3.6,BR,2022-08-11 21:07:59,few clouds
340,Ranong,9.9658,98.6348,25.77,87,95,4.08,TH,2022-08-11 21:08:22,overcast clouds
341,Ajdabiya,30.7554,20.2263,26.89,67,0,5.13,LY,2022-08-11 21:08:23,clear sky
342,Kaeo,-35.1,173.7833,9.07,86,0,2.41,NZ,2022-08-11 21:08:23,clear sky
343,Bubaque,11.2833,-15.8333,26.99,81,100,6.58,GW,2022-08-11 21:08:24,light rain
344,Kimbe,-5.5502,150.1429,24.0,96,99,1.57,PG,2022-08-11 21:08:24,moderate rain
345,Coahuayana,18.7333,-103.6833,30.89,68,99,3.41,MX,2022-08-11 21:08:24,overcast clouds
346,Kindia,10.0569,-12.8658,21.09,98,97,0.61,GN,2022-08-11 21:08:25,overcast clouds
347,Broken Hill,-31.95,141.4333,7.68,50,18,6.03,AU,2022-08-11 21:08:25,few clouds
348,Lasa,46.6166,10.7002,17.24,85,99,1.43,IT,2022-08-11 21:08:26,overcast clouds
349,Mehamn,71.0357,27.8492,11.95,93,75,11.83,NO,2022-08-11 21:08:26,light rain
350,Birobidzhan,48.8,132.95,14.76,91,99,1.33,RU,2022-08-11 21:08:26,overcast clouds
351,Yimnon,38.4333,23.8833,27.6,44,1,3.11,GR,2022-08-11 21:08:27,clear sky
352,Gamba,-2.65,10.0,21.62,85,40,3.1,GA,2022-08-11 21:08:27,scattered clouds
353,Tiznit,29.5833,-9.5,22.72,65,10,0.56,MA,2022-08-11 21:08:28,clear sky
354,Totma,59.9747,42.7642,14.88,74,100,3.58,RU,2022-08-11 21:08:28,overcast clouds
355,Dubbo,-32.25,148.6167,11.07,93,75,3.6,AU,2022-08-11 21:08:28,light rain
356,Avera,33.194,-82.5271,30.31,53,99,2.52,US,2022-08-11 21:08:29,overcast clouds
357,Gigmoto,13.7796,124.39,26.72,83,100,0.88,PH,2022-08-11 21:08:29,overcast clouds
358,Mayor Pablo Lagerenza,-19.9309,-60.7718,24.61,23,0,3.1,PY,2022-08-11 21:08:29,clear sky
359,Tadepallegudem,16.8333,81.5,25.21,92,100,2.34,IN,2022-08-11 21:08:30,overcast clouds
360,Khash,28.2211,61.2158,23.81,19,4,1.79,IR,2022-08-11 21:09:30,clear sky
361,Koungou,-12.7336,45.2042,20.84,88,0,1.03,YT,2022-08-11 21:09:30,clear sky
362,Partyzany,46.3314,34.7503,24.69,46,90,3.52,UA,2022-08-11 21:09:31,overcast clouds
363,Honningsvag,70.9821,25.9704,10.86,87,100,16.98,NO,2022-08-11 21:09:31,moderate rain
364,Rincon,32.296,-81.2354,32.14,48,100,2.28,US,2022-08-11 21:09:32,light rain
365,Vredendal,-31.6683,18.5012,11.39,95,90,2.06,ZA,2022-08-11 21:09:32,overcast clouds
366,Carahue,-38.7,-73.1667,11.08,83,100,0.97,CL,2022-08-11 21:09:32,light rain
367,Buluang,13.3068,123.3425,24.54,91,59,1.11,PH,2022-08-11 21:09:33,broken clouds
368,Yerbogachen,61.2767,108.0108,11.64,99,90,1.89,RU,2022-08-11 21:09:33,overcast clouds
369,Ararat,39.8317,44.7049,25.19,51,0,3.36,AM,2022-08-11 21:09:33,clear sky
370,Cartagena,10.3997,-75.5144,30.79,70,75,4.12,CO,2022-08-11 21:08:21,broken clouds
371,Vila,42.0304,-8.1588,16.5,75,0,0.77,PT,2022-08-11 21:09:34,clear sky
372,Kloulklubed,7.0419,134.2556,27.76,71,100,1.63,PW,2022-08-11 21:09:34,overcast clouds
373,Fatehpur,25.9333,80.8,27.64,75,46,5.6,IN,2022-08-11 21:09:35,scattered clouds
374,Tabou,4.423,-7.3528,24.69,78,100,4.25,CI,2022-08-11 21:09:35,overcast clouds
375,Teguldet,57.3064,88.1667,9.46,76,1,2.41,RU,2022-08-11 21:09:36,clear sky
376,Maniitsoq,65.4167,-52.9,6.6,83,99,4.0,GL,2022-08-11 21:09:36,overcast clouds
377,Grindavik,63.8424,-22.4338,10.26,87,100,6.69,IS,2022-08-11 21:09:36,overcast clouds
378,Beatrice,40.2681,-96.747,33.05,33,0,3.6,US,2022-08-11 21:09:37,clear sky
379,Ulaanbaatar,47.9077,106.8832,9.07,87,40,1.0,MN,2022-08-11 21:09:37,scattered clouds
380,Tanete,-3.9443,119.7848,23.28,97,99,1.21,ID,2022-08-11 21:09:37,overcast clouds
381,San Policarpo,12.1791,125.5072,25.73,87,91,1.72,PH,2022-08-11 21:09:38,overcast clouds
382,Kiama,-34.6833,150.8667,13.65,79,100,2.24,AU,2022-08-11 21:09:38,overcast clouds
383,Harper,4.375,-7.7169,24.63,78,99,4.65,LR,2022-08-11 21:09:38,overcast clouds
384,Chantada,42.6088,-7.7712,18.49,92,0,1.16,ES,2022-08-11 21:09:39,clear sky
385,Beaverlodge,55.2166,-119.4361,24.0,42,82,3.37,CA,2022-08-11 21:09:39,broken clouds
386,Longyearbyen,78.2186,15.6401,7.91,76,75,4.12,SJ,2022-08-11 21:09:40,broken clouds
387,Agirish,61.9247,63.0231,13.26,98,98,2.83,RU,2022-08-11 21:09:40,light rain
388,Jumla,29.2747,82.1838,15.07,90,48,1.43,NP,2022-08-11 21:09:40,scattered clouds
389,Eureka,40.8021,-124.1637,22.33,75,15,3.58,US,2022-08-11 21:09:41,few clouds
390,Northam,51.0333,-4.2167,21.33,71,5,1.22,GB,2022-08-11 21:09:41,clear sky
391,Nieuw Amsterdam,5.8833,-55.0833,30.01,78,40,0.0,SR,2022-08-11 21:09:42,light rain
392,Makokou,0.5738,12.8642,22.24,77,76,1.35,GA,2022-08-11 21:09:42,broken clouds
393,Kamaishi,39.2667,141.8833,24.15,95,100,3.71,JP,2022-08-11 21:09:42,overcast clouds
394,Inhambane,-23.865,35.3833,20.53,77,0,4.01,MZ,2022-08-11 21:09:43,clear sky
395,La Rioja,42.25,-2.5,20.88,48,31,3.4,ES,2022-08-11 21:09:43,scattered clouds
396,Morondava,-20.2833,44.2833,20.86,83,0,3.9,MG,2022-08-11 21:09:44,clear sky
397,Uyuni,-20.4597,-66.825,11.47,12,0,3.56,BO,2022-08-11 21:09:44,clear sky
398,Yatou,37.15,122.3833,22.01,90,21,1.31,CN,2022-08-11 21:09:46,few clouds
399,Comodoro Rivadavia,-45.8667,-67.5,13.92,38,0,4.63,AR,2022-08-11 21:09:11,clear sky
400,Awbari,26.5921,12.7805,30.63,16,0,2.64,LY,2022-08-11 21:09:46,clear sky
401,Clyde River,70.4692,-68.5914,10.22,64,86,3.22,CA,2022-08-11 21:09:46,overcast clouds
402,Kununurra,-15.7667,128.7333,21.99,40,7,3.6,AU,2022-08-11 21:09:47,clear sky
403,Natitingou,10.3042,1.3796,22.41,92,99,0.71,BJ,2022-08-11 21:09:47,light rain
404,Ikwiriri,-7.9562,38.9716,19.89,91,7,1.28,TZ,2022-08-11 21:09:48,clear sky
405,Varna,43.2167,27.9167,23.08,71,49,5.66,BG,2022-08-11 21:09:05,scattered clouds
406,Duki,30.1541,68.5728,28.13,57,74,2.11,PK,2022-08-11 21:09:48,broken clouds
407,Bad Wurzach,47.9,9.9,20.35,65,62,3.78,DE,2022-08-11 21:09:48,broken clouds
408,Shimoda,34.6667,138.95,25.06,88,100,5.66,JP,2022-08-11 21:09:49,overcast clouds
409,Kurilsk,45.2333,147.8833,18.24,97,100,2.31,RU,2022-08-11 21:10:49,light rain
410,Marfino,55.7028,37.3822,18.14,59,0,1.0,RU,2022-08-11 21:10:50,clear sky
411,Petrivka,46.9695,30.9591,23.37,53,88,4.17,UA,2022-08-11 21:10:16,overcast clouds
412,Aksarka,66.5606,67.7975,13.37,88,100,5.37,RU,2022-08-11 21:10:50,overcast clouds
413,Ancud,-41.8697,-73.8203,9.27,91,100,8.65,CL,2022-08-11 21:10:51,moderate rain
414,Lebu,-37.6167,-73.65,11.07,84,100,1.88,CL,2022-08-11 21:10:51,overcast clouds
415,Garchitorena,13.8804,123.6946,26.34,82,98,0.4,PH,2022-08-11 21:10:51,overcast clouds
416,Santa Rosa,14.3122,121.1114,25.62,89,86,0.87,PH,2022-08-11 21:10:52,overcast clouds
417,Saint George,37.1041,-113.5841,35.8,34,0,3.6,US,2022-08-11 21:08:03,clear sky
418,Parana,-31.732,-60.5238,18.08,59,27,3.15,AR,2022-08-11 21:10:52,scattered clouds
419,Weyburn,49.6668,-103.8511,22.2,41,100,5.43,CA,2022-08-11 21:10:53,overcast clouds
420,Pangai,-19.8,-174.35,24.24,78,66,5.23,TO,2022-08-11 21:10:53,broken clouds
421,Zima,53.9202,102.0442,10.57,94,3,0.64,RU,2022-08-11 21:10:53,clear sky
422,Vostok,46.4856,135.8833,13.44,98,81,1.53,RU,2022-08-11 21:10:54,broken clouds
423,Tromso,69.6496,18.957,10.01,81,75,8.23,NO,2022-08-11 21:10:54,light intensity shower rain
424,Laguna,38.421,-121.4238,35.35,33,0,3.09,US,2022-08-11 21:10:39,clear sky
425,Japura,-0.3167,102.35,25.61,87,95,1.1,ID,2022-08-11 21:10:55,overcast clouds
426,Acapulco,16.8634,-99.8901,30.9,62,75,3.6,MX,2022-08-11 21:10:56,broken clouds
427,Wewak,-3.5534,143.6268,24.91,88,91,2.52,PG,2022-08-11 21:10:56,overcast clouds
428,Sola,-13.8833,167.55,25.01,73,100,13.0,VU,2022-08-11 21:10:56,overcast clouds
429,Amapa,1.0,-52.0,28.19,66,56,1.3,BR,2022-08-11 21:10:57,broken clouds
430,Tessaoua,13.7574,7.9874,25.11,71,36,5.18,NE,2022-08-11 21:08:13,scattered clouds
431,Durban,-29.8579,31.0292,18.34,91,39,1.34,ZA,2022-08-11 21:10:57,scattered clouds
432,Quelimane,-17.8786,36.8883,19.92,85,0,1.92,MZ,2022-08-11 21:10:58,clear sky
433,Pasni,25.2631,63.471,28.18,82,100,5.06,PK,2022-08-11 21:10:58,overcast clouds
434,Bacsalmas,46.1265,19.3326,20.46,44,100,3.93,HU,2022-08-11 21:10:58,overcast clouds
435,Luderitz,-26.6481,15.1594,13.6,84,60,3.66,NA,2022-08-11 21:10:59,broken clouds
436,Vidalia,32.2177,-82.4135,25.06,94,100,1.54,US,2022-08-11 21:10:59,moderate rain
437,Dehloran,32.6941,47.2679,38.33,11,0,3.06,IR,2022-08-11 21:07:22,clear sky
438,Nan,18.8333,100.6667,22.47,100,100,1.51,TH,2022-08-11 21:11:00,overcast clouds
439,Topeka,39.0483,-95.678,33.65,42,0,3.6,US,2022-08-11 21:11:00,clear sky
440,Kuching,1.55,110.3333,25.12,94,20,0.0,MY,2022-08-11 21:11:01,few clouds
441,Iracoubo,5.4802,-53.2011,27.71,74,51,3.56,GF,2022-08-11 21:11:01,broken clouds
442,Severobaykalsk,55.65,109.3167,10.09,85,11,0.79,RU,2022-08-11 21:11:01,few clouds
443,Bonthe,7.5264,-12.505,24.53,88,84,4.61,SL,2022-08-11 21:11:02,moderate rain
444,Totness,5.8833,-56.3167,28.3,73,30,3.72,SR,2022-08-11 21:11:02,scattered clouds
445,Vila Velha,-20.3297,-40.2925,22.97,79,0,7.15,BR,2022-08-11 21:11:03,clear sky
446,Torbay,47.6666,-52.7314,16.27,90,98,4.16,CA,2022-08-11 21:11:03,overcast clouds
447,Haapiti,-17.5667,-149.8667,27.85,73,0,6.63,PF,2022-08-11 21:11:03,clear sky
448,Luwuk,-0.9516,122.7875,25.19,88,99,0.66,ID,2022-08-11 21:11:04,overcast clouds
449,Manjakandriana,-18.9167,47.8,10.83,88,100,3.32,MG,2022-08-11 21:11:04,overcast clouds
450,Novyy Nekouz,57.9029,38.07,14.13,73,93,2.72,RU,2022-08-11 21:11:05,overcast clouds
451,Porirua,-41.1333,174.85,7.69,94,77,3.64,NZ,2022-08-11 21:08:37,broken clouds
452,Jinka,5.65,36.65,18.78,69,99,1.39,ET,2022-08-11 21:11:05,overcast clouds
453,Hailar,49.2,119.7,11.59,83,7,2.26,CN,2022-08-11 21:12:06,clear sky
454,Morro Bay,35.3658,-120.8499,36.89,44,28,4.02,US,2022-08-11 21:12:06,scattered clouds
455,Aqtobe,50.2797,57.2072,18.05,55,0,1.0,KZ,2022-08-11 21:12:07,clear sky
456,Urengoy,65.9667,78.3667,11.03,68,100,4.17,RU,2022-08-11 21:12:07,overcast clouds
457,Xapuri,-10.6517,-68.5044,29.51,39,18,0.15,BR,2022-08-11 21:12:07,few clouds
458,Turukhansk,65.8167,87.9833,5.97,86,7,2.49,RU,2022-08-11 21:12:08,clear sky
459,Vestmanna,62.1564,-7.1664,10.51,87,100,3.6,FO,2022-08-11 21:12:08,overcast clouds
460,Havelock,34.8791,-76.9013,32.19,68,65,4.41,US,2022-08-11 21:12:09,broken clouds
461,San Andres,12.5847,-81.7006,27.52,85,100,8.22,CO,2022-08-11 21:12:09,overcast clouds
462,Grand Gaube,-20.0064,57.6608,20.21,69,70,3.13,MU,2022-08-11 21:12:09,broken clouds
463,Labuhan,-6.8844,112.2051,25.01,88,84,2.57,ID,2022-08-11 21:12:10,broken clouds
464,Letterkenny,54.95,-7.7333,15.94,95,0,1.4,IE,2022-08-11 21:08:20,clear sky
465,Hauterive,46.0901,3.4459,23.42,38,0,0.85,FR,2022-08-11 21:12:10,clear sky
466,Campbell River,50.0163,-125.2446,23.03,58,23,2.47,CA,2022-08-11 21:12:11,few clouds
467,Dinajpur,25.6272,88.6386,26.64,86,25,2.95,BD,2022-08-11 21:12:11,scattered clouds
468,Kichera,55.9375,110.0997,11.14,82,10,0.45,RU,2022-08-11 21:12:12,clear sky
469,Kapit,2.0167,112.9333,23.86,99,99,0.3,MY,2022-08-11 21:12:12,heavy intensity rain
470,Mareeba,-17.0,145.4333,18.4,99,36,1.0,AU,2022-08-11 21:12:12,scattered clouds
471,Yulara,-25.2406,130.9889,7.11,50,0,3.66,AU,2022-08-11 21:12:13,clear sky
472,Biak,-0.9131,122.8766,24.49,85,98,0.59,ID,2022-08-11 21:12:13,overcast clouds
473,Lethem,3.3803,-59.7968,29.85,63,69,1.88,GY,2022-08-11 21:12:14,broken clouds
474,Poum,-20.2333,164.0167,20.06,62,0,3.79,NC,2022-08-11 21:12:14,clear sky
475,Murray Bridge,-35.1167,139.2667,11.74,92,72,4.08,AU,2022-08-11 21:12:14,broken clouds
476,Orangeburg,33.4918,-80.8557,32.12,65,20,4.63,US,2022-08-11 21:12:15,few clouds
477,Safaga,26.7292,33.9365,32.31,38,3,5.12,EG,2022-08-11 21:12:15,clear sky
478,Maningrida,-12.0667,134.2667,19.16,93,19,3.04,AU,2022-08-11 21:12:15,few clouds
479,San Juan,-31.5375,-68.5364,17.63,25,61,1.94,AR,2022-08-11 21:09:18,broken clouds
480,Rayachoti,14.05,78.75,25.42,70,91,4.31,IN,2022-08-11 21:12:16,overcast clouds
481,Bandarbeyla,9.4942,50.8122,24.56,81,100,12.59,SO,2022-08-11 21:12:16,overcast clouds
482,Narsaq,60.9167,-46.05,14.12,79,11,2.1,GL,2022-08-11 21:12:17,few clouds
483,Carbonia,39.1672,8.5222,21.36,64,0,1.34,IT,2022-08-11 21:12:05,clear sky
484,Umm Lajj,25.0213,37.2685,32.94,56,100,4.87,SA,2022-08-11 21:12:17,overcast clouds
485,Lovington,32.944,-103.3485,31.68,42,84,0.89,US,2022-08-11 21:12:18,broken clouds
486,Coronado,32.6859,-117.1831,39.59,56,40,6.71,US,2022-08-11 21:11:27,scattered clouds
487,Opuwo,-18.0607,13.84,18.75,16,0,2.06,NA,2022-08-11 21:12:18,clear sky
488,Rio Grande,-32.035,-52.0986,15.06,83,0,3.48,BR,2022-08-11 21:12:19,clear sky
489,Tres Palos,18.1833,-101.6167,29.26,64,100,2.13,MX,2022-08-11 21:12:19,overcast clouds
490,Kirkuk,35.4681,44.3922,32.61,24,0,3.6,IQ,2022-08-11 21:12:19,clear sky
491,Nanortalik,60.1432,-45.2371,7.11,90,45,3.73,GL,2022-08-11 21:12:20,scattered clouds
492,Vanimo,-2.6741,141.3028,24.82,87,44,1.77,PG,2022-08-11 21:12:21,scattered clouds
493,Ternate,0.8,127.4,26.7,80,18,0.89,ID,2022-08-11 21:07:49,few clouds
494,Novikovo,51.1537,37.8879,22.61,59,44,5.54,RU,2022-08-11 21:12:21,scattered clouds
495,Marawi,7.9986,124.2928,20.05,89,84,1.19,PH,2022-08-11 21:12:21,broken clouds
496,Normal,40.5142,-88.9906,28.35,64,40,7.2,US,2022-08-11 21:12:22,scattered clouds
497,La Fleche,47.6982,-0.0755,27.14,27,0,4.13,FR,2022-08-11 21:12:22,clear sky
498,Berlevag,70.8578,29.0864,11.97,71,75,11.32,NO,2022-08-11 21:12:23,broken clouds
499,Namatanai,-3.6667,152.4333,26.49,82,100,3.62,PG,2022-08-11 21:12:23,light rain
500,Bell Ville,-32.6259,-62.6887,20.37,53,3,4.47,AR,2022-08-11 21:12:23,clear sky
501,Sydney,-33.8679,151.2073,14.28,77,75,5.14,AU,2022-08-11 21:13:24,light rain
502,Xining,36.6167,101.7667,18.75,86,81,0.54,CN,2022-08-11 21:13:24,broken clouds
503,Atherton,53.5237,-2.4935,25.16,61,0,0.45,GB,2022-08-11 21:13:25,clear sky
504,Maubeuge,50.2788,3.9727,24.03,36,93,3.7,FR,2022-08-11 21:13:25,overcast clouds
505,Qaqortoq,60.7167,-46.0333,7.56,89,32,1.32,GL,2022-08-11 21:13:25,scattered clouds
506,Meulaboh,4.1363,96.1285,25.2,84,100,0.29,ID,2022-08-11 21:13:26,light rain
507,Ketchikan,55.3422,-131.6461,19.99,68,40,7.2,US,2022-08-11 21:09:27,scattered clouds
508,Saint-Pierre,-21.3393,55.4781,21.06,71,0,4.12,RE,2022-08-11 21:13:26,clear sky
509,Deputatskiy,69.3,139.9,8.15,83,100,2.03,RU,2022-08-11 21:13:27,overcast clouds
510,Mandalgovi,45.7625,106.2708,13.17,88,100,5.41,MN,2022-08-11 21:13:27,overcast clouds
511,Pisco,-13.7,-76.2167,17.03,77,20,3.6,PE,2022-08-11 21:08:51,few clouds
512,Caravelas,-17.7125,-39.2481,22.95,71,100,5.17,BR,2022-08-11 21:13:28,overcast clouds
513,Kualakapuas,-3.0091,114.3876,22.85,95,74,1.18,ID,2022-08-11 21:13:28,broken clouds
514,Bafra,41.5678,35.9069,24.9,86,51,2.92,TR,2022-08-11 21:13:29,broken clouds
515,Strezhevoy,60.7333,77.5889,11.03,70,79,2.65,RU,2022-08-11 21:13:29,broken clouds
516,Aplahoue,6.9333,1.6833,23.47,80,100,3.21,BJ,2022-08-11 21:13:29,overcast clouds
517,Severo-Kurilsk,50.6789,156.125,13.36,96,96,5.68,RU,2022-08-11 21:08:49,overcast clouds
518,Shirokiy,49.758,129.523,11.5,96,63,2.24,RU,2022-08-11 21:13:30,broken clouds
519,Manzhouli,49.6,117.4333,14.76,63,60,1.87,CN,2022-08-11 21:13:30,broken clouds
520,Petropavlovsk-Kamchatskiy,53.0452,158.6483,11.33,100,75,1.0,RU,2022-08-11 21:13:31,broken clouds
521,Dharchula,29.85,80.5333,21.9,73,56,2.43,IN,2022-08-11 21:13:31,broken clouds
522,Ginir,7.1333,40.7,14.2,84,94,3.48,ET,2022-08-11 21:13:31,overcast clouds
523,Dambulla,7.86,80.6517,24.97,78,100,5.12,LK,2022-08-11 21:13:32,overcast clouds
524,Hattiesburg,31.3271,-89.2903,28.96,86,75,0.0,US,2022-08-11 21:13:13,broken clouds
525,Nelson Bay,-32.7167,152.15,13.33,98,100,1.34,AU,2022-08-11 21:13:32,light rain
526,Playa Vicente,17.8333,-95.8167,30.04,70,64,3.28,MX,2022-08-11 21:13:33,broken clouds
527,Rio Gallegos,-51.6226,-69.2181,4.03,75,40,3.09,AR,2022-08-11 21:11:30,scattered clouds
528,Sohag,26.557,31.6948,31.6,22,4,3.09,EG,2022-08-11 21:13:33,clear sky
